Order_ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order_Date,CustomerName_x,State,City_x,Year-Month,Customer_ID,ProductID,CustomerName_y,Country,City_y,Subscription_Date,ProductName,Price,CategoryID,Total_Revenue,Profit_Margin,Customer_Lifetime_Value
B-26607,1085,301,20,Furniture,Bookcases,UPI,2024-07-13,Maria Miller,New York,Buffalo,2024-07,60,260,Kelli Hardy,Sao Tome and Principe,Huangfort,2020-12-20,"Yogurt - Blueberry, 175 Gr",26.8886,7,21700,27.741935483870968,629452
B-25038,738,342,2,Furniture,Chairs,Debit Card,2023-04-28,Terry Mcdaniel,Ohio,Cincinnati,2023-04,61,261,Lynn Pham,Portugal,East Pennyshire,2020-08-21,Chinese Foods - Chicken,22.0901,9,1476,46.34146341463415,767733
B-25038,738,342,2,Furniture,Chairs,Debit Card,2020-12-05,Lisa Jacobs,New York,Buffalo,2020-12,62,262,Shelley Harris,Togo,Port Jasminborough,2020-12-10,Bagel - Plain,36.4605,7,1476,46.34146341463415,625369
B-25038,738,342,2,Furniture,Chairs,Debit Card,2024-05-14,Jeff Duncan,Ohio,Cincinnati,2024-05,63,263,Eddie Jimenez,Ethiopia,West Kristine,2022-03-24,Soupfoamcont12oz 112con,50.7497,7,1476,46.34146341463415,932719
B-25038,738,342,2,Furniture,Chairs,Debit Card,2022-01-18,Pamela Jones,New York,New York City,2022-01,64,264,Chloe Hutchinson,Netherlands,South Julia,2022-05-15,Juice - V8 Splash,49.4497,3,1476,46.34146341463415,655504
B-26672,1366,242,17,Electronics,Electronic Games,EMI,2023-09-18,Renee Robinson,Ohio,Columbus,2023-09,65,265,Eileen Lynch,Liberia,Helenborough,2021-01-02,"Mushroom - Porcini, Dry",13.9292,10,23222,17.71595900439239,868421
B-26672,1518,155,13,Office Supplies,Markers,Credit Card,2023-09-18,Renee Robinson,Ohio,Columbus,2023-09,66,266,Fernando Lambert,Lithuania,Lake Nancy,2021-04-23,Clam Nectar,68.1097,7,19734,10.210803689064559,846686
B-25747,2962,1470,1,Electronics,Phones,COD,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05,67,267,Makayla Cannon,New Caledonia,Georgeport,2020-01-20,Grapes - Red,5.125,2,2962,49.62862930452397,727278
B-25747,2962,1470,1,Electronics,Phones,COD,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09,68,268,Tom Alvarado,Kiribati,South Sophiaberg,2020-08-18,Vanilla Beans,97.8435,9,2962,49.62862930452397,625361
B-25747,7131,718,12,Electronics,Printers,UPI,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05,69,269,Virginia Dudley,French Southern Territories,Hartbury,2021-01-31,Wine - Blue Nun Qualitatswein,26.706,11,85572,10.068714065348479,499161
B-25747,7131,718,12,Electronics,Printers,UPI,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09,70,270,Riley Good,Canada,Erikaville,2020-02-03,Cheese Cloth No 100,4.4216,6,85572,10.068714065348479,724322
B-25747,4200,855,10,Office Supplies,Markers,EMI,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05,71,271,Alexandria Buck,Iran,Nicolasfort,2021-02-20,Banana - Leaves,73.3954,5,42000,20.357142857142858,743428
B-25747,4200,855,10,Office Supplies,Markers,EMI,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09,72,272,Richard Roth,Morocco,New Jasmineshire,2020-02-23,"Chocolate - Semi Sweet, Calets",68.1134,2,42000,20.357142857142858,525957
B-26322,5934,1563,2,Office Supplies,Markers,EMI,2024-09-06,David Brown,Illinois,Peoria,2024-09,73,273,Candice Keller,Zimbabwe,East Summerstad,2020-08-22,Bandage - Flexible Neon,77.5913,4,11868,26.339737108190093,576791
B-26613,2701,322,11,Electronics,Printers,UPI,2022-06-18,Amber Moore,New York,New York City,2022-06,74,274,Anita Benson,Russian Federation,Skinnerport,2020-02-09,Papayas,88.1192,2,29711,11.921510551647538,759915
B-26613,7273,2702,18,Office Supplies,Paper,COD,2022-06-18,Amber Moore,New York,New York City,2022-06,75,275,Regina Stein,Solomon Islands,Raystad,2022-01-15,Corn Meal,50.146,1,130914,37.15110683349375,1110605
B-25413,2465,699,18,Office Supplies,Markers,Debit Card,2020-05-22,James Williams,California,San Francisco,2020-05,76,276,Debra Riddle,United States Virgin Islands,Colinhaven,2020-07-11,Snapple - Iced Tea Peach,49.2508,5,44370,28.356997971602432,650829
B-26466,3479,1087,2,Office Supplies,Markers,EMI,2024-10-17,Karina Barr,Texas,Dallas,2024-10,77,277,Brittany Zuniga,Kyrgyz Republic,West Reginald,2021-07-24,Sea Bass - Whole,55.4964,9,6958,31.244610520264445,706807
B-26466,5457,1765,7,Electronics,Printers,EMI,2024-10-17,Karina Barr,Texas,Dallas,2024-10,78,278,Cassidy Mcmahon,Myanmar,Lake Sherryborough,2020-10-21,Apricots - Halves,0.3735,11,38199,32.343778632948506,594607
B-26610,4957,1152,8,Office Supplies,Markers,Credit Card,2022-03-22,Meghan Rush,Ohio,Cleveland,2022-03,79,279,Laurie Pennington,Dominica,Port Katherineville,2020-06-08,Beef - Texas Style Burger,91.1828,1,39656,23.23986282025419,540215
B-26209,4404,858,17,Office Supplies,Pens,Debit Card,2024-03-17,Bianca Brown,Ohio,Columbus,2024-03,80,280,Alejandro Blair,Iceland,Thomasland,2020-09-19,Onion Powder,61.8352,5,74868,19.482288828337875,569655
B-26209,8776,2529,15,Furniture,Sofas,Credit Card,2024-03-17,Bianca Brown,Ohio,Columbus,2024-03,81,281,Leslie Jennings,Micronesia,Coreybury,2021-11-13,"Bar Mix - Pina Colada, 355 Ml",33.0839,2,131640,28.817228805834095,661069
B-26622,9536,1437,9,Electronics,Phones,UPI,2020-04-02,Timothy Jensen,Florida,Orlando,2020-04,82,282,Kathleen Mckay,Saint Vincent and the Grenadines,Lake Janiceton,2021-09-12,"Lemonade - Natural, 591 Ml",56.1506,10,85824,15.069211409395974,620385
B-26622,2225,589,7,Furniture,Sofas,Credit Card,2020-04-02,Timothy Jensen,Florida,Orlando,2020-04,83,283,Hunter Moreno,Isle of Man,East Clinton,2020-12-28,Bread Fig And Almond,1.1882,4,15575,26.47191011235955,779539
B-26601,9574,4045,19,Furniture,Bookcases,UPI,2024-03-13,Melinda Montoya,California,San Francisco,2024-03,84,284,Chad Davidson,Oman,South Joshuashire,2021-11-15,Beer - Rickards Red,93.4888,9,181906,42.249843325673694,774130
B-26601,4382,482,17,Electronics,Electronic Games,COD,2024-03-13,Melinda Montoya,California,San Francisco,2024-03,85,285,Corey Holt,Fiji,New Glenda,2020-02-18,Cheese - Mix,71.8302,7,74494,10.999543587403013,398291
B-25894,8200,257,19,Electronics,Laptops,COD,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03,86,286,Emma Cunningham,New Zealand,North Jillianview,2022-05-13,Beef - Prime Rib Aaa,40.4897,2,155800,3.1341463414634148,678063
B-25894,9316,3003,13,Furniture,Sofas,Credit Card,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03,87,287,Duane Woods,Maldives,Lyonsberg,2020-07-21,Bread - Italian Roll With Herbs,57.709,7,121108,32.234864748819234,865602
B-25894,6379,3128,15,Electronics,Electronic Games,COD,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03,88,288,Alison Vargas,Benin,East Cristinabury,2020-11-10,"Orange - Canned, Mandarin",78.8405,11,95685,49.03589904373726,383503
B-26969,3348,568,5,Office Supplies,Markers,Credit Card,2024-03-02,Connie Richards,Ohio,Cleveland,2024-03,89,289,Vernon Kane,Yemen,Thomasfurt,2021-04-15,Sword Pick Asst,43.5169,10,16740,16.965352449223417,609559
B-26969,3348,568,5,Office Supplies,Markers,Credit Card,2021-04-30,Peter Ward,New York,Rochester,2021-04,90,290,Lori Flowers,Namibia,North Joeburgh,2021-01-09,Sauce - Rosee,38.8037,1,16740,16.965352449223417,721839
B-26969,8856,2020,9,Office Supplies,Pens,Debit Card,2024-03-02,Connie Richards,Ohio,Cleveland,2024-03,91,291,Nina Chavez,Bhutan,Cassidychester,2020-03-26,"Crab - Dungeness, Whole",1.2559,2,79704,22.809394760614275,744841
B-26969,8856,2020,9,Office Supplies,Pens,Debit Card,2021-04-30,Peter Ward,New York,Rochester,2021-04,92,292,Shane Foley,Hungary,South Dannymouth,2021-07-06,Turkey - Oven Roast Breast,34.5364,8,79704,22.809394760614275,595341
B-26312,1760,619,16,Furniture,Sofas,Debit Card,2021-09-15,Jonathan Alvarez,Ohio,Columbus,2021-09,93,293,Collin Ayers,Anguilla,South Lonnie,2021-06-29,Garlic - Elephant,60.9698,11,28160,35.17045454545455,499539
B-26312,1760,619,16,Furniture,Sofas,Debit Card,2023-01-28,Becky Hodges,Texas,Houston,2023-01,94,294,Sherry Young,Solomon Islands,Frankchester,2021-04-04,Wine - Alsace Gewurztraminer,80.7133,10,28160,35.17045454545455,286209
B-26312,6351,986,15,Electronics,Printers,UPI,2021-09-15,Jonathan Alvarez,Ohio,Columbus,2021-09,95,295,Darrell Douglas,Mali,Daisyborough,2022-02-17,"Ice - Clear, 300 Lb For Carving",48.7695,7,95265,15.52511415525114,688905
B-26312,6351,986,15,Electronics,Printers,UPI,2023-01-28,Becky Hodges,Texas,Houston,2023-01,96,296,Karl Greer,Guyana,East Richard,2022-01-30,Wine - Valpolicella Masi,31.3545,3,95265,15.52511415525114,625980
B-26837,869,373,14,Office Supplies,Paper,Credit Card,2021-07-08,Larry Hill,New York,New York City,2021-07,97,297,Lynn Atkinson,Sri Lanka,New Bradview,2021-07-10,Hinge W Undercut,81.9003,3,12166,42.9228998849252,452388
B-26837,869,373,14,Office Supplies,Paper,Credit Card,2020-04-08,Amber Moon,Ohio,Cleveland,2020-04,98,298,Fred Guerra,Solomon Islands,Ortegaland,2021-09-18,Pop Shoppe Cream Soda,95.7387,4,12166,42.9228998849252,536038
B-26837,1486,114,7,Furniture,Bookcases,UPI,2021-07-08,Larry Hill,New York,New York City,2021-07,99,299,Yvonne Farmer,Aruba,Lake Elijahview,2021-08-11,Fuji Apples,80.1371,4,10402,7.671601615074024,495831
B-26837,1486,114,7,Furniture,Bookcases,UPI,2020-04-08,Amber Moon,Ohio,Cleveland,2020-04,100,300,Clarence Haynes,Honduras,Judymouth,2020-03-11,"Beans - Kidney, Canned",69.5694,5,10402,7.671601615074024,265762
B-26166,2999,145,13,Office Supplies,Binders,COD,2022-08-23,Cynthia Wilcox,Illinois,Chicago,2022-08,1,301,Sheryl Baxter,Chile,East Leonard,2020-08-24,Beer - Labatt Blue,43.412,8,38987,4.834944981660554,807306
B-26166,5142,1916,20,Office Supplies,Paper,EMI,2022-08-23,Cynthia Wilcox,Illinois,Chicago,2022-08,2,302,Preston Lozano,Djibouti,East Jimmychester,2021-04-23,"Doilies - 5, Paper",61.1598,11,102840,37.26176584986386,817932
B-25695,1239,575,17,Electronics,Laptops,UPI,2022-12-17,Rebecca Wright,New York,Rochester,2022-12,3,303,Roy Berry,Antigua and Barbuda,Isabelborough,2020-03-25,Cod - Black Whole Fillet,72.6133,7,21063,46.40839386602099,478466
B-25695,1239,575,17,Electronics,Laptops,UPI,2022-06-08,Sarah Flores,Illinois,Springfield,2022-06,4,304,Linda Olsen,Dominican Republic,Bensonview,2020-06-02,Banana Turning,72.1984,5,21063,46.40839386602099,593543
B-25695,1262,515,16,Electronics,Electronic Games,EMI,2022-12-17,Rebecca Wright,New York,Rochester,2022-12,5,305,Joanna Bender,Slovakia (Slovak Republic),West Priscilla,2021-04-17,Pastry - Cheese Baked Scones,91.0997,8,20192,40.80824088748019,788411
B-25695,1262,515,16,Electronics,Electronic Games,EMI,2022-06-08,Sarah Flores,Illinois,Springfield,2022-06,6,306,Aimee Downs,Bosnia and Herzegovina,Chavezborough,2020-02-25,"Pepper - White, Ground",43.5953,4,20192,40.80824088748019,607254
B-26068,1033,254,5,Furniture,Bookcases,COD,2020-08-28,Carol Norman,New York,Rochester,2020-08,7,307,Darren Peck,Pitcairn Islands,Lake Ana,2021-08-24,Foam Cup 6 Oz,50.2256,1,5165,24.588576960309776,666528
B-26023,1518,159,19,Electronics,Printers,UPI,2020-09-26,Stephanie Gardner,California,San Diego,2020-09,8,308,Brett Mullen,Bulgaria,Kimport,2021-04-12,Tea - Decaf Lipton,88.1209,6,28842,10.474308300395258,698019
B-26677,8581,2444,2,Office Supplies,Paper,Debit Card,2020-12-13,Philip Baker,Illinois,Peoria,2020-12,9,309,Sheryl Meyers,Cyprus,Robersonstad,2020-01-13,Muffin Batt - Choc Chk,27.6344,11,17162,28.48152895932875,558632
B-26677,8581,2444,2,Office Supplies,Paper,Debit Card,2020-11-19,Randall Dennis,Florida,Orlando,2020-11,10,310,Michelle Gallagher,Timor-Leste,Elaineberg,2021-11-08,Coffee - Dark Roast,79.978,9,17162,28.48152895932875,847096
B-25701,1167,463,5,Office Supplies,Pens,UPI,2023-09-13,Suzanne Cross,Texas,Austin,2023-09,11,311,Carl Schroeder,Guernsey,Shannonville,2021-10-20,Wonton Wrappers,40.206,9,5835,39.67437874892888,816562
B-25701,2841,803,20,Electronics,Laptops,Credit Card,2023-09-13,Suzanne Cross,Texas,Austin,2023-09,12,312,Jenna Dodson,Vietnam,East Andrea,2020-11-29,Salmon - Sockeye Raw,84.0645,1,56820,28.26469552974305,1110272
B-25701,5680,2159,19,Furniture,Tables,UPI,2023-09-13,Suzanne Cross,Texas,Austin,2023-09,13,313,Tracey Mata,Togo,South Joannamouth,2021-12-02,Veal - Slab Bacon,39.9111,11,107920,38.010563380281695,665478
B-26523,8204,2382,6,Office Supplies,Pens,UPI,2020-03-31,Jasmine Delgado,Illinois,Chicago,2020-03,14,314,Kristine Cox,Sri Lanka,Jodyberg,2021-02-08,Salmon Steak - Cohoe 8 Oz,5.6015,2,49224,29.03461725987323,955451
B-26523,8204,2382,6,Office Supplies,Pens,UPI,2020-10-20,Kristen Harper,New York,Buffalo,2020-10,15,315,Faith Lutz,Singapore,Burchbury,2022-01-26,Wine - Gato Negro Cabernet,93.8047,6,49224,29.03461725987323,692902
B-26523,2850,904,6,Electronics,Phones,EMI,2020-03-31,Jasmine Delgado,Illinois,Chicago,2020-03,16,316,Miranda Beasley,Oman,Desireeshire,2022-04-12,Cheese - Victor Et Berthold,65.9395,11,17100,31.719298245614034,574043
B-26523,2850,904,6,Electronics,Phones,EMI,2020-10-20,Kristen Harper,New York,Buffalo,2020-10,17,317,Caroline Foley,Western Sahara,West Adriennestad,2021-03-10,Water - Green Tea Refresher,35.2723,3,17100,31.719298245614034,623009
B-25880,907,391,9,Office Supplies,Pens,Credit Card,2023-08-04,Kaitlyn Graham MD,New York,New York City,2023-08,18,318,Greg Mata,Mozambique,Lake Leslie,2022-03-26,Ecolab - Solid Fusion,57.261,10,8163,43.109151047409036,434849
B-26898,2174,265,19,Office Supplies,Pens,Credit Card,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04,19,319,Clifford Jacobson,South Georgia and the South Sandwich Islands,Harmonview,2020-09-24,Towels - Paper / Kraft,77.6195,7,41306,12.189512419503219,625354
B-26898,8541,2029,12,Electronics,Electronic Games,Credit Card,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04,20,320,Joanna Kirk,French Polynesia,Jamesshire,2021-09-24,Yogurt - French Vanilla,73.4396,9,102492,23.756000468329237,701994
B-26898,1931,551,3,Furniture,Bookcases,EMI,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04,21,321,Maxwell Frye,Malta,East Carly,2022-01-12,"Potatoes - Instant, Mashed",10.4007,1,5793,28.53443811496634,777098
B-26035,1281,340,3,Electronics,Electronic Games,Debit Card,2021-12-31,Megan Mack,Texas,Austin,2021-12,22,322,Kiara Houston,Netherlands,South Alvin,2020-09-15,Onions - Vidalia,26.2846,2,3843,26.54176424668228,1024077
B-26035,2404,253,15,Electronics,Laptops,COD,2021-12-31,Megan Mack,Texas,Austin,2021-12,23,323,Colleen Howard,Paraguay,Brittanyview,2020-08-19,Extract - Lemon,54.3266,10,36060,10.524126455906822,762430
B-25573,2119,196,1,Furniture,Sofas,COD,2020-08-16,Heather Johnson,California,Los Angeles,2020-08,24,324,Janet Valenzuela,Lao People's Democratic Republic,Veronicamouth,2020-09-08,Apricots - Dried,87.9023,10,2119,9.24964605946201,570487
B-25463,3137,571,9,Office Supplies,Pens,Debit Card,2025-02-02,Tina Davies,Illinois,Chicago,2025-02,25,325,Shane Wilcox,Albania,Bryanville,2021-04-06,Halibut - Fletches,3.1657,5,28233,18.20210392094358,735737
B-26277,2323,727,7,Furniture,Tables,COD,2022-02-24,Matthew Harris,Texas,Dallas,2022-02,26,326,Marcus Moody,Panama,Kaitlyntown,2022-05-24,Appetizer - Mushroom Tart,38.859,9,16261,31.295738269479124,605743
B-26277,1368,406,9,Furniture,Bookcases,UPI,2022-02-24,Matthew Harris,Texas,Dallas,2022-02,27,327,Dakota Poole,Belarus,Michealshire,2022-02-20,"Appetizer - Mini Egg Roll, Shrimp",7.1436,2,12312,29.678362573099413,783816
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,2024-02-25,Christopher Kirk,Florida,Miami,2024-02,28,328,Frederick Harper,Switzerland,South Marissatown,2022-05-26,Tuna - Salad Premix,96.8781,6,147264,35.73446327683616,789169
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,2021-06-15,Eric Stevens,Florida,Miami,2021-06,29,329,Stefanie Fitzpatrick,Saint Vincent and the Grenadines,Acevedoville,2020-07-30,"Pork - Loin, Center Cut",39.3496,6,147264,35.73446327683616,819868
B-26508,9894,3698,20,Office Supplies,Paper,EMI,2024-02-25,Christopher Kirk,Florida,Miami,2024-02,30,330,Kent Bradshaw,Tanzania,North Harold,2020-04-26,Olives - Kalamata,18.7914,10,197880,37.37618758843744,969661
B-26508,9894,3698,20,Office Supplies,Paper,EMI,2021-06-15,Eric Stevens,Florida,Miami,2021-06,31,331,Jack Tate,Zimbabwe,West Samuel,2021-09-15,Cookies Cereal Nut,67.3505,3,197880,37.37618758843744,852617
B-26723,5322,1423,18,Furniture,Sofas,COD,2022-12-08,James Dickerson,Texas,Houston,2022-12,32,332,Tom Trujillo,Denmark,Cunninghamborough,2022-01-13,Bouq All Italian - Primerba,59.7578,5,95796,26.738068395340097,686741
B-26723,5322,1423,18,Furniture,Sofas,COD,2023-12-09,James Jones,Texas,Dallas,2023-12,33,333,Gabriel Mejia,Liechtenstein,Port Annatown,2021-04-24,Cheese - Cottage Cheese,20.2364,7,95796,26.738068395340097,697963
B-25526,2666,559,14,Furniture,Chairs,COD,2022-07-16,Hannah Hendricks,Ohio,Cleveland,2022-07,34,334,Kaitlyn Santana,United States of America,New Kaitlyn,2021-09-21,Ecolab - Lime - A - Way 4/4 L,21.6133,7,37324,20.967741935483872,533284
B-25645,8383,937,4,Furniture,Sofas,UPI,2024-05-05,Brett Mullins,Florida,Orlando,2024-05,35,335,Faith Moon,Bahamas,West Marthaburgh,2021-11-03,"Oil - Shortening,liqud, Fry",18.4231,9,33532,11.177382798520815,625910
B-25757,7560,821,4,Office Supplies,Paper,EMI,2021-10-04,Ms. Kim Jordan,Illinois,Chicago,2021-10,36,336,Tammie Haley,Belize,East Teresa,2022-01-04,Broom - Corn,71.9241,2,30240,10.859788359788359,645005
B-26716,1314,490,16,Furniture,Sofas,UPI,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11,37,337,Nicholas Sosa,Uruguay,South Hunter,2021-08-10,Bread - Rye,83.5373,3,21024,37.29071537290715,734617
B-26716,4390,179,1,Furniture,Tables,Debit Card,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11,38,338,Jordan Gay,Solomon Islands,South Walter,2021-02-24,Cheese - Camembert,28.9899,11,4390,4.07744874715262,716017
B-26716,1150,58,7,Office Supplies,Binders,Debit Card,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11,39,339,Bruce Esparza,Montenegro,Poolefurt,2021-10-22,Beef - Striploin Aa,2.389,2,8050,5.043478260869565,393631
B-25424,1574,258,17,Office Supplies,Pens,EMI,2020-09-15,Jill Perez,California,San Diego,2020-09,40,340,Sherry Garza,Poland,West John,2021-11-01,Veal - Sweetbread,28.2349,3,26758,16.39135959339263,634982
B-25424,5635,318,17,Office Supplies,Binders,UPI,2020-09-15,Jill Perez,California,San Diego,2020-09,41,341,Natalie Gentry,Dominican Republic,West Darius,2020-10-10,"Bread - Roll, Canadian Dinner",90.2641,1,95795,5.643300798580301,956741
B-25424,6515,961,11,Furniture,Sofas,Debit Card,2020-09-15,Jill Perez,California,San Diego,2020-09,42,342,Bryan Dunn,Burkina Faso,North Jimstad,2021-09-08,Mangoes,69.5881,1,71665,14.750575594781273,546129
B-26453,1231,214,20,Electronics,Laptops,Debit Card,2023-01-17,Courtney Williams,Ohio,Columbus,2023-01,43,343,Wayne Simpson,Bolivia,East Rebekahborough,2020-12-13,Otomegusa Dashi Konbu,51.2061,1,24620,17.384240454914703,429888
B-26453,1231,214,20,Electronics,Laptops,Debit Card,2020-06-16,Jordan Hahn,New York,Rochester,2020-06,44,344,Luis Greer,Bulgaria,North Drew,2022-05-15,Sausage - Liver,63.5389,2,24620,17.384240454914703,509397
B-26425,6891,2529,3,Office Supplies,Binders,Debit Card,2024-05-01,William Cook,Ohio,Cleveland,2024-05,45,345,Rhonda Frost,Monaco,Lake Lindaburgh,2021-12-06,Bread - Calabrese Baguette,98.5978,4,20673,36.700043535045715,568974
B-25843,7524,2308,15,Electronics,Laptops,EMI,2023-12-07,Stephanie Hayes,Texas,Austin,2023-12,46,346,Joanne Montes,Palau,Gwendolynview,2020-07-01,Cheese - Parmesan Grated,17.1914,1,112860,30.67517278043594,658639
B-25843,6864,1824,14,Electronics,Printers,Credit Card,2023-12-07,Stephanie Hayes,Texas,Austin,2023-12,47,347,Geoffrey Guzman,Uzbekistan,Zimmermanland,2020-04-23,Pail For Lid 1537,94.6253,8,96096,26.573426573426573,790026
B-25486,4215,432,14,Furniture,Chairs,Debit Card,2024-02-02,Melissa Wise,Ohio,Columbus,2024-02,48,348,Gloria Mccall,Ghana,North Kerriton,2022-03-11,Pasta - Cheese / Spinach Bauletti,55.3683,10,59010,10.249110320284698,708937
B-26975,622,218,19,Furniture,Bookcases,Credit Card,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06,49,349,Brady Cohen,United Arab Emirates,North Eileenville,2022-03-10,Puree - Mocha,86.9086,4,11818,35.048231511254016,771322
B-26975,1755,495,18,Office Supplies,Pens,UPI,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06,50,350,Latoya Mccann,Belarus,Port Sergiofort,2021-12-02,Isomalt,82.83,8,31590,28.205128205128204,783086
B-26975,8020,3898,20,Electronics,Electronic Games,EMI,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06,51,351,Gerald Hawkins,Canada,New Alberttown,2021-03-19,Hot Chocolate - Individual,96.0823,1,160400,48.603491271820445,970445
B-26890,7333,1576,4,Electronics,Laptops,Credit Card,2024-06-07,Mr. Eric Lopez,New York,Buffalo,2024-06,52,352,Samuel Crawford,Algeria,South Jasmine,2021-03-27,"Beef - Tenderlion, Center Cut",24.6393,4,29332,21.491885994817945,509475
B-26125,7690,1134,4,Electronics,Electronic Games,COD,2023-10-13,Benjamin Higgins,New York,Rochester,2023-10,53,353,Patricia Goodwin,Swaziland,Cowanfort,2021-03-08,Milk Powder,18.1191,8,30760,14.746423927178153,615314
B-26125,912,246,2,Furniture,Sofas,EMI,2023-10-13,Benjamin Higgins,New York,Rochester,2023-10,54,354,Stacie Richard,Madagascar,New Deborah,2020-10-15,Crackers Cheez It,6.6975,7,1824,26.973684210526315,471692
B-26489,2791,894,14,Electronics,Laptops,COD,2022-10-08,Brett Sutton,Texas,Austin,2022-10,55,355,Robin West,Ecuador,Wallstown,2022-01-13,Olives - Stuffed,59.1687,5,39074,32.03152991759226,746499
B-26489,2791,894,14,Electronics,Laptops,COD,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,56,356,Ralph Haas,Palestinian Territory,Lake Ellenchester,2020-05-25,Dc - Frozen Momji,17.1274,6,39074,32.03152991759226,406738
B-26489,2791,894,14,Electronics,Laptops,COD,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,57,357,Phyllis Maldonado,Saint Barthelemy,Lake Whitney,2021-01-25,Tilapia - Fillets,6.8332,2,39074,32.03152991759226,356830
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10,58,358,Danny Parrish,United Arab Emirates,East Jaredbury,2021-03-17,"Cheese - Boursin, Garlic / Herbs",84.7111,9,18669,23.750602603246023,620080
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,59,359,Kathy Hill,South Georgia and the South Sandwich Islands,Selenabury,2020-11-15,Rice - Long Grain,69.0327,11,18669,23.750602603246023,651762
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,60,360,Kelli Hardy,Sao Tome and Principe,Huangfort,2020-12-20,Wine - Hardys Bankside Shiraz,52.2407,10,18669,23.750602603246023,629452
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10,61,361,Lynn Pham,Portugal,East Pennyshire,2020-08-21,Coffee Decaf Colombian,36.4516,2,152031,34.89880353348988,767733
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,62,362,Shelley Harris,Togo,Port Jasminborough,2020-12-10,Cumin - Whole,53.3476,7,152031,34.89880353348988,625369
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,63,363,Eddie Jimenez,Ethiopia,West Kristine,2022-03-24,Cornflakes,48.7712,11,152031,34.89880353348988,932719
B-26489,3297,102,12,Electronics,Phones,Credit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10,64,364,Chloe Hutchinson,Netherlands,South Julia,2022-05-15,Cattail Hearts,8.8429,1,39564,3.0937215650591448,655504
B-26489,3297,102,12,Electronics,Phones,Credit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,65,365,Eileen Lynch,Liberia,Helenborough,2021-01-02,"Wine - Red, Harrow Estates, Cab",12.6274,7,39564,3.0937215650591448,868421
B-26489,3297,102,12,Electronics,Phones,Credit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,66,366,Fernando Lambert,Lithuania,Lake Nancy,2021-04-23,Tahini Paste,80.4483,4,39564,3.0937215650591448,846686
B-26043,8769,1989,20,Office Supplies,Paper,UPI,2020-11-03,Sara Peterson,Illinois,Chicago,2020-11,67,367,Makayla Cannon,New Caledonia,Georgeport,2020-01-20,Bread - Italian Corn Meal Poly,63.8281,5,175380,22.682175846732807,727278
B-26557,9057,1888,19,Electronics,Printers,COD,2022-05-30,Katherine Williams,Florida,Orlando,2022-05,68,368,Tom Alvarado,Kiribati,South Sophiaberg,2020-08-18,Flour - Teff,18.2978,4,172083,20.845754664900078,625361
B-26557,6864,3275,11,Furniture,Tables,Credit Card,2022-05-30,Katherine Williams,Florida,Orlando,2022-05,69,369,Virginia Dudley,French Southern Territories,Hartbury,2021-01-31,Rambutan,87.1785,5,75504,47.71270396270396,499161
B-26557,9200,809,13,Electronics,Laptops,COD,2022-05-30,Katherine Williams,Florida,Orlando,2022-05,70,370,Riley Good,Canada,Erikaville,2020-02-03,Muffin - Carrot Individual Wrap,21.8806,4,119600,8.793478260869565,724322
